Iteration,Inlet Monitor Point Temperature (°C),Outlet Monitor Point Temperature (°C),TPU Monitor Point Temperature (°C),VRM 1 Monitor Point Temperature (°C),VRM 2 Monitor Point Temperature (°C),VRM 3 Monitor Point Temperature (°C),VRM 4 Monitor Point Temperature (°C),HBM 1 Monitor Point Temperature (°C),HBM 2 Monitor Point Temperature (°C),HBM 3 Monitor Point Temperature (°C),HBM 4 Monitor Point Temperature (°C),HBM 5 Monitor Point Temperature (°C),HBM 6 Monitor Point Temperature (°C),HBM 7 Monitor Point Temperature (°C),HBM 8 Monitor Point Temperature (°C),Inlet Monitor Point Pressure (N/m2),Outlet Monitor Point Pressure (N/m2)
175,35.0,48.49588042647028,173.17286811001628,305.3454412658124,299.80419435817936,299.706040660257,296.78252629717514,148.8354817112756,148.34512552314382,154.40970151954508,154.3538899156522,150.90730584003904,150.01417602436865,158.66430462186722,158.98063696510533,35003.95262391854,12003.952623918545
176,35.0,48.49539929470754,173.16625055376295,305.35772931457694,299.80211832669715,299.71657752378053,296.7695969744737,148.83381321609892,148.34978939356512,154.4151861277945,154.3570685666188,150.8967265120444,150.01522414920143,158.6612138480846,158.96711232053846,34991.20450943259,11991.204509432586
177,35.0,48.507035582351314,173.16265886640684,305.3647374712148,299.8020484570706,299.7113283162247,296.7848289941399,148.83057435874719,148.35420202049946,154.41213667263736,154.35139521158627,150.90596718596663,150.013649802786,158.65371877007834,158.970637702816,35003.33533430891,12003.335334308913
178,35.0,48.494553672524276,173.16275338808424,305.34751499479495,299.8017287600105,299.6994211087118,296.77562743025715,148.83527575527214,148.33731258064813,154.42357713518214,154.34918801003968,150.9128007124109,150.00945314822667,158.6662467700926,158.96713481137056,35003.41275739236,12003.412757392363
179,35.0,48.504325920974544,173.15886133275956,305.35898672165195,299.808935167709,299.7060043025411,296.77074135609223,148.8233360259488,148.35108285521648,154.4219278538405,154.35703635946354,150.89782464858064,150.00274703225634,158.65298676347254,158.96851275652335,34994.20765122148,11994.207651221477
180,35.0,48.49006907469897,173.17130112253207,305.3628345985446,299.8028367004417,299.70947293640205,296.7720522361644,148.8384956867459,148.33756430928975,154.40670867755503,154.35834460504222,150.9067651377866,150.00502465603944,158.66460494007174,158.98309201239286,34992.5785259531,11992.578525953097
181,35.0,48.50212112877413,173.1641914795664,305.3572771118671,299.79479655087374,299.7167066729084,296.7872890045114,148.8255981031293,148.3370706232526,154.40810489845288,154.34587446269182,150.91276402296847,150.00937074395867,158.66833634495458,158.98070992900944,34996.30856701848,11996.308567018483
182,35.0,48.50665914063134,173.16734148610593,305.3468089045761,299.80545050227977,299.7089560660378,296.78030125116646,148.8301657637821,148.35312464025012,154.40842231334773,154.35407931526294,150.90686939500384,150.01263477106627,158.65608397738202,158.97510081844888,34997.27421541885,11997.274215418853
183,35.0,48.50798013857243,173.1747036763299,305.34823928315825,299.80675050743037,299.71602284257324,296.77361924701773,148.83576182529893,148.34522665396605,154.40797041110096,154.35738308180322,150.9143843502637,150.0152975085459,158.65720505571088,158.98368303722708,35001.40393540836,12001.403935408358
184,35.0,48.499611070516956,173.15902246908016,305.3482574802373,299.80535479729747,299.69867524801856,296.7836024613597,148.83279017966296,148.35539798903167,154.4158484772873,154.35267071909675,150.903781808424,150.01496944676714,158.6596652809039,158.96468860011058,34998.77203026925,11998.772030269247
185,35.0,48.50844524278206,173.1597063638966,305.3513239922756,299.7992648540663,299.7036884003805,296.77880083398924,148.82540304198437,148.33734938901873,154.42369608054102,154.35892542931848,150.91413039871762,150.00992885898015,158.6643437740392,158.97347436342213,35009.76747676118,12009.767476761184
186,35.0,48.49931090241363,173.15939564633368,305.35887910039673,299.79309220833716,299.7152562535822,296.7764511433655,148.83857665717045,148.33638938561282,154.41671243228316,154.3498429860567,150.90205758368793,150.004787198726,158.66062807967066,158.97388131159707,34992.04089621496,11992.040896214961
187,35.0,48.50695110181346,173.16071038161695,305.36395396999785,299.8060010367905,299.7061375695643,296.78872223424264,148.82578075300302,148.34896719877017,154.40669098862614,154.353530794894,150.9025291796122,150.01415099387452,158.6617620305875,158.98276361620276,34994.1775351219,11994.177535121897
188,35.0,48.508090372058206,173.17282304229036,305.3544844571495,299.79514579628443,299.71323398903166,296.77257187848215,148.83568708476395,148.3502526709727,154.42282136801367,154.34956076301802,150.90839849368584,150.00181432713202,158.66998943573984,158.97989768415053,34993.2261903577,11993.2261903577
189,35.0,48.49536877982451,173.17462322276984,305.3519722365098,299.7965847477024,299.7003056495705,296.77425627419797,148.82072565032286,148.3393942212409,154.41228270969586,154.35541610874893,150.91250364658535,150.00636334810704,158.65442476446296,158.98073708951878,35003.062166509306,12003.062166509308
190,35.0,48.50601625203502,173.1778756060393,305.361605223041,299.80983813431834,299.7005688864481,296.78528477106295,148.82854334431892,148.3526571040729,154.414576179855,154.34803086303694,150.90964378743863,150.0142865483863,158.66446827884053,158.96900065158462,34995.065832050794,11995.065832050796
191,35.0,48.505862635888896,173.17594190304138,305.346156332616,299.7968427580354,299.7015641883987,296.78332367975713,148.8236886207371,148.352273496694,154.40709305763795,154.35923776801013,150.91160485769632,150.00897565955003,158.66702354626509,158.9696595126564,34999.32621545713,11999.326215457126
192,35.0,48.502876762234315,173.1724632635854,305.35754962734626,299.79783941043814,299.7146673473148,296.7839665278171,148.83402762325554,148.34824283472813,154.41198173910325,154.36144787902387,150.898723632254,150.01636030649507,158.66976706617362,158.97174486087616,34994.88851184003,11994.888511840032
193,35.0,48.50766727099753,173.17326088379178,305.3616364178813,299.79305236143244,299.7167074329226,296.7835449745382,148.82376734650458,148.34817975521722,154.4064912202455,154.34830862419116,150.90499371572307,150.0054915978889,158.6534864192022,158.9698265060916,34993.17939167291,11993.179391672911
194,35.0,48.491948250395765,173.15986168393854,305.3627534949267,299.7957329180423,299.700443917704,296.77955224496003,148.8352268949662,148.3463820080703,154.41225031653477,154.36028217955464,150.8968595222162,150.00531080299987,158.65668372186343,158.97763467150475,34992.20750282329,11992.207502823287
195,35.0,48.49911320846334,173.16634874796458,305.36108576302183,299.80250670483366,299.71669645330087,296.7703170878476,148.8210989223636,148.33773721951871,154.41304638406024,154.35384309796132,150.90200291069908,150.01116459231724,158.6651330297984,158.97944951554973,35003.1265917893,12003.126591789305
196,35.0,48.49038231979329,173.16211952177315,305.36442274787,299.8044527806807,299.7160650031571,296.7889499992103,148.8272071151725,148.3374838375868,154.40803385641078,154.3514145329725,150.9132108934564,150.0110266649644,158.65955288477366,158.96689097518865,34992.763659026976,11992.763659026972
197,35.0,48.49305786537269,173.16679999131472,305.3613251524683,299.79807716027796,299.70921119717383,296.7865419957158,148.82526353194862,148.35579258030435,154.4132538800338,154.35217414553628,150.89730376825437,150.01508371018957,158.66103641907566,158.96698017576907,34993.9316472336,11993.931647233601
198,35.0,48.49854559629997,173.16396934911882,305.36297838135954,299.8036386618021,299.70109398776435,296.78559019298496,148.82654629974962,148.35220308461487,154.4060422331583,154.3610494793681,150.91184493034874,150.00399556104392,158.66785440575643,158.97778696921992,34997.37450341322,11997.374503413219
199,35.0,48.49386260905592,173.16102751316427,305.35766977776876,299.8058098666189,299.7042690397573,296.7745686701977,148.83088141685434,148.3513367435052,154.41270188540707,154.34562988529726,150.91486286287733,150.00501280972694,158.67079827289103,158.98379659169137,35006.41986459696,12006.419864596959
200,35.0,48.49365636158662,173.1696393693224,305.36247838230884,299.7922910912799,299.70904303283095,296.77869809506836,148.8365277653766,148.34149877704243,154.406247627218,154.35531977866043,150.90732408973224,150.00483176133812,158.6682603378856,158.97410857138647,34991.94202551586,11991.942025515862
201,35.0,48.50721803776728,173.17794111302746,305.3529134639485,299.7936928131637,299.71335210048267,296.7698178305026,148.83420413210965,148.3423519299763,154.41629473340845,154.36007729673923,150.9068012303764,150.00311572570837,158.66848545450497,158.96423403076787,35006.75889814998,12006.758898149976
202,35.0,48.4960256753182,173.16836027539995,305.3461143965828,299.79413673412853,299.71520886095726,296.7717481673966,148.82976675244558,148.33647332299796,154.40882553777965,154.35187879736648,150.90047020762094,150.0012160464835,158.66187627464853,158.97670782677991,34991.921968157876,11991.92196815788
203,35.0,48.49333723693581,173.17213227460962,305.3521011176297,299.79793857570763,299.70936736427655,296.7710652201863,148.83128950860643,148.34046395996123,154.40839915401597,154.3533825500515,150.90944796252998,150.00201562205265,158.67078776411128,158.97010857392618,35009.529189300265,12009.529189300269
204,35.0,48.506277907459584,173.16638210716752,305.35633960832195,299.79430607352333,299.71379320154665,296.7841913195974,148.8231246524555,148.34699495145506,154.42321569588984,154.36281200475594,150.90085581584887,150.00910234868772,158.65691325263703,158.97815838129114,34999.37302403295,11999.373024032953
205,35.0,48.50602593552936,173.1588047661911,305.3467772737869,299.8083031856491,299.6982502591283,296.7832414290445,148.8288136288354,148.33724156663678,154.41047552601503,154.36024950125244,150.89820704501125,150.0160348714064,158.65501542613526,158.9720062041261,35009.53522176381,12009.535221763806
206,35.0,48.50674262424393,173.16316407853034,305.3513655574252,299.8026410593857,299.70456928657995,296.77365644006943,148.8358914326861,148.33908799240004,154.4185969762423,154.34722277794137,150.90971158687125,149.99942956351538,158.6564671719343,158.97386229065975,35002.0969103949,12002.096910394901
207,35.0,48.508148645618945,173.16836533902497,305.36226975310205,299.8006826298463,299.70699328154086,296.77609569553886,148.82385644508417,148.3398751121926,154.4091018931314,154.35671648939737,150.9139689795701,150.0070040864663,158.66452592033806,158.97801926151396,35004.78527158796,12004.785271587965
208,35.0,48.503876909909685,173.17013961210176,305.3647841926649,299.8033463833264,299.69895907355,296.7743861582067,148.8294076690664,148.35562153975494,154.40413804102732,154.34772332670588,150.90624051724583,150.00964000993636,158.66246237639552,158.98208384771667,34990.783755845085,11990.783755845086
209,35.0,48.49094230097432,173.16359216211347,305.35760614520876,299.800051032683,299.71263411918,296.7731235136746,148.82695809446838,148.34131657896873,154.40538816676138,154.35869750203338,150.89633979907015,150.00468958668046,158.67135567999662,158.9787465992069,34995.65613925153,11995.656139251529
210,35.0,48.504664460564186,173.1735597157956,305.3528694301766,299.7921727728348,299.70254574378043,296.7764955924105,148.8331428446856,148.3439572982817,154.40960341833403,154.3512055644703,150.90928168466678,149.99759939090657,158.66897122115816,158.97573528461464,34992.40393122426,11992.403931224264
211,35.0,48.50659047328878,173.16317401668778,305.34845703941875,299.7918396776907,299.71000227344587,296.7851778460879,148.8264072229708,148.35336633428045,154.4147311525709,154.35402786544336,150.8976871593076,150.00192163607701,158.66941936656858,158.96576557825009,34995.922803950445,11995.922803950443
212,35.0,48.50193618996682,173.16444344003006,305.34626112601734,299.8024027455063,299.7157317384296,296.7861814401223,148.82990776974225,148.34421971970377,154.41802876591262,154.35064015289905,150.91111012836257,150.0124894290889,158.66061842102837,158.98206353921637,34992.37455437909,11992.374554379085
213,35.0,48.49753049929604,173.16689630221984,305.3613193210182,299.79206292372027,299.7160261871028,296.76933654007865,148.8316038252601,148.34315964264331,154.42130506904329,154.3478214905345,150.90932237269104,150.01014269919085,158.6663171860582,158.97978979395074,34996.35966358788,11996.35966358788
214,35.0,48.49476934959578,173.17467456061001,305.35211024796047,299.79235809566495,299.7111284237909,296.78400326008267,148.82211208654073,148.35107790666243,154.41130627158103,154.3485021352808,150.89765416985742,150.00486098599438,158.66023117873723,158.97132596722466,34998.28525989029,11998.285259890294
215,35.0,48.494623632283066,173.16952592663688,305.35584459665483,299.80600797181773,299.701771364637,296.7847135554187,148.8378461331943,148.34112524466116,154.41157177178493,154.36148150215823,150.90551909619955,150.01480432512412,158.65602866988604,158.97888282989638,34991.28294992698,11991.282949926976
216,35.0,48.505572446492856,173.1594016409642,305.3631576045246,299.8022434169598,299.71538346120195,296.7775808323645,148.8359269275334,148.35347358604776,154.4128606963947,154.3473889238923,150.90066211130755,150.01553874998365,158.671199742797,158.97478494783957,35003.8494423874,12003.8494423874
217,35.0,48.50161635058545,173.16092083317048,305.3625595855745,299.7912334491283,299.6981575544966,296.77016749274486,148.8344386613832,148.35240459068228,154.4088480843436,154.3572502075,150.91251555982114,149.99789373460638,158.66536610705484,158.96436948598205,35001.33202908413,12001.332029084131
218,35.0,48.49897019361333,173.16170287954054,305.3492618155791,299.79631231490475,299.70456082320817,296.78064042448915,148.81987961698925,148.33783542474117,154.42207647291684,154.35301909235534,150.90839617114796,150.00778382589726,158.671414764225,158.97459680622504,34995.30778981879,11995.30778981879
219,35.0,48.50236088329447,173.16126592047945,305.3629557006658,299.79464088823704,299.7082537089273,296.78188484588577,148.83355979827115,148.3429832413063,154.4192269283907,154.36159058299663,150.91350853099487,150.00673706418175,158.65348472084304,158.96769377116064,35000.46496106933,12000.464961069334
220,35.0,48.495766897225984,173.1615876290643,305.3561749375893,299.8086684073739,299.7140587349276,296.7820669001803,148.83280680917474,148.34996191806852,154.41997154950724,154.34425775418916,150.901483185816,150.01170748043486,158.67084966501886,158.97043480082505,34991.87881021517,11991.878810215168
221,35.0,48.50046446316623,173.1687799165856,305.36447824376285,299.80995207328505,299.7029006687406,296.787637663802,148.83878095786406,148.3530081814937,154.41145511405642,154.34922677712967,150.9141634460991,150.00500924277966,158.6572138485588,158.9822519849792,35001.51892991112,12001.518929911124
222,35.0,48.506698175988525,173.17218623934386,305.35397340056306,299.800665147957,299.6978132111576,296.7799728075927,148.8316426706292,148.3555751839696,154.42250622118047,154.34511156607084,150.91203079469088,150.00103911274337,158.65324920087136,158.97716380527842,35008.58592395153,12008.585923951525
223,35.0,48.49003917001896,173.1741127160943,305.3593309217859,299.80993272330977,299.7139741138198,296.7719800094612,148.83204582326434,148.3413439238937,154.41539164855683,154.35624287364647,150.9036374609674,150.01472394768646,158.6629869616589,158.97970938650664,34996.37137904903,11996.371379049026
224,35.0,48.50237669210895,173.16308664983973,305.349289406035,299.80241063948375,299.70529346553496,296.78201759969363,148.83016061142752,148.35189822608157,154.42122178690195,154.36374831477292,150.90453979764095,150.0124773797857,158.65519016227913,158.97462588591551,35003.34820759927,12003.348207599274
225,35.0,48.497370860305,173.1773027201306,305.3517967333103,299.806134514534,299.7141256876069,296.78286766435605,148.82934461723042,148.33859574917034,154.40420620172574,154.35213470722556,150.9052416950611,150.0070922645623,158.65973747402262,158.98355574596772,34992.63595724809,11992.635957248089
226,35.0,48.50007182704665,173.16956300916058,305.35112736198425,299.80669829268624,299.7124192376618,296.77128231231075,148.82813146184762,148.34818955060376,154.42107481424063,154.36287818249858,150.91123329181696,150.0025980026624,158.65481890543543,158.98354564812306,35004.326544082374,12004.32654408237
227,35.0,48.50156070766903,173.1701352663286,305.3614750180566,299.809504914263,299.71576678947116,296.7790199242746,148.8220127698032,148.34837311356787,154.40480894764897,154.36138249854625,150.900623696076,150.015172005523,158.65742906726965,158.98157883144495,34995.78812185895,11995.788121858945
228,35.0,48.49715509230055,173.17399452406144,305.36139646792236,299.8028454836705,299.71434303490344,296.77228893421585,148.82685095319425,148.35319007368042,154.42252946463057,154.34910650693604,150.89620976839964,150.00638470502466,158.67023053620548,158.97340997890254,34993.66382724014,11993.663827240141
229,35.0,48.509619095431816,173.17196701274946,305.34729331898353,299.79438149151633,299.70903356519295,296.781758686088,148.82958607660845,148.34913912407552,154.41909758773954,154.35505626247698,150.9072111088466,150.00745802071523,158.6715350715224,158.97673131213955,35001.7302586962,12001.730258696201
230,35.0,48.500536470115826,173.1733894966355,305.3562979104784,299.7963065269773,299.7092299414922,296.78620452978436,148.83076675433176,148.34755121039723,154.40862371524648,154.34890634495395,150.9040332809546,149.99938348217782,158.6629885931908,158.97724427540692,34990.40215092375,11990.40215092375
231,35.0,48.50414857385676,173.16547318747897,305.36171994834007,299.80557672024327,299.6990321978174,296.77547470069493,148.8230005032007,148.3481190059254,154.40754575837477,154.3488983262676,150.91009779240903,150.00449043457215,158.6701429377742,158.98230885727122,35006.57880058435,12006.578800584348
232,35.0,48.505001841367616,173.16098415813093,305.36377636194453,299.8076691986156,299.70984972054896,296.77229350805015,148.82471544350065,148.35075207771985,154.41272246638607,154.35090072285186,150.91097056920825,150.00450058985618,158.6633017094224,158.97700059895607,34990.09390952385,11990.093909523852
233,35.0,48.507479805473324,173.17612057183223,305.34700671751216,299.8024717072722,299.70004698009177,296.7712197763236,148.83183206395773,148.3388468493742,154.41255364173432,154.36034429834632,150.89696358121265,150.0115502047116,158.65738795255143,158.96990319134147,35003.556330735926,12003.556330735924
234,35.0,48.49047403383132,173.16146281185306,305.3547325906977,299.80869050270053,299.712651958805,296.7807805864829,148.8254967795998,148.35318997158907,154.42357894006764,154.3631040135001,150.9123301285343,149.99947357606487,158.66159170948384,158.98285491883766,34995.40015946385,11995.400159463843
235,35.0,48.5003336364065,173.17088483126193,305.355903207261,299.8099230740292,299.70721320537416,296.775504361249,148.8373901714968,148.33840279091606,154.40974757797815,154.35111184830652,150.91319504237265,150.0000857019146,158.65912083284232,158.9753290877706,35004.70388044245,12004.703880442452
236,35.0,48.4903281903178,173.1623233850921,305.3601531609372,299.80025089850693,299.7019709706319,296.78445816224036,148.82763505044636,148.33962354898912,154.4113725130766,154.3455384249151,150.89922074565285,150.00726878066632,158.6548564014927,158.977309773051,35009.24377090235,12009.243770902349
237,35.0,48.491049458724405,173.16663387161717,305.34841957865183,299.8096088961811,299.7033306860743,296.77519070685406,148.83285306876118,148.35038882776985,154.41140564143117,154.34974933158173,150.90369766734713,150.0102093283491,158.65597571013433,158.9734039016889,34994.9750628704,11994.975062870399
238,35.0,48.49620176375421,173.17608362322196,305.3600057162592,299.8081650245639,299.7024264991198,296.77954929126497,148.83610449653932,148.3458187506612,154.41276618978932,154.3547984285113,150.913824213571,150.01582509882505,158.66569605156238,158.97442922691368,35001.523146688356,12001.523146688356
239,35.0,48.49537394117186,173.15948296076152,305.35982337851664,299.7916990502755,299.7139581243471,296.7846002340299,148.8328558018528,148.33725529044287,154.4145090850984,154.35312364506777,150.9031349615156,150.01311219919174,158.65360860005825,158.98312545069996,35001.84083862544,12001.840838625436
240,35.0,48.505805948547554,173.17248661101468,305.36455323936775,299.7951040224907,299.71050163270485,296.7828272304908,148.82845498862798,148.34449453733777,154.40867113423363,154.3614473901249,150.91006499703917,150.00190627055,158.65686482821877,158.98212796500619,35001.44503811582,12001.445038115817
241,35.0,48.49706276049717,173.16169200581118,305.34587807381257,299.79908549043944,299.7155733729658,296.7778583847407,148.83504754190878,148.35025806735138,154.41978240795942,154.35268153508056,150.8992740712353,150.0147718590883,158.6639986673236,158.9690861490691,34994.46163265281,11994.461632652812
242,35.0,48.49761834370395,173.1679386856634,305.3472210382699,299.8057862695129,299.7144795145517,296.7801681576334,148.8339202978217,148.3413778986287,154.41774104978344,154.36364182897142,150.91478794239504,150.0110262634907,158.6564618288357,158.97917130070118,35009.05498023034,12009.05498023034
243,35.0,48.50133191159247,173.17036019295418,305.34826156262454,299.8015081807058,299.7094457685787,296.7868110814326,148.81996538962946,148.34246293270354,154.40920153001224,154.3514456587701,150.9056574362607,150.000726370379,158.65573376754728,158.97465413227542,34998.942507572356,11998.942507572352
244,35.0,48.495830169442,173.16307561053992,305.3647406501676,299.8075264206092,299.7094428801854,296.7789310566867,148.8384765275025,148.34378727785614,154.42055283696274,154.35443726364574,150.8995332339874,150.00406326358026,158.66547882147177,158.97697126726723,35006.92817344942,12006.928173449423
245,35.0,48.50302253619734,173.17124287708418,305.34561741697826,299.8099525351206,299.7061355411398,296.78666563705497,148.82784227880686,148.3493467759869,154.41314614789462,154.35323601696965,150.90412834237688,150.00336513272077,158.66597568300705,158.975737709778,35003.98958550635,12003.98958550635
246,35.0,48.49402429571033,173.16313590960166,305.3587619184406,299.79784291723,299.7052645334271,296.7836373532401,148.82057740439464,148.33609575982223,154.4146298180714,154.34724158569915,150.91315266813754,150.0133311157087,158.6707819661153,158.98072504622516,34995.948739017105,11995.948739017103
247,35.0,48.50544416803929,173.1678872048498,305.34895611185755,299.8023082611793,299.705980516588,296.778101253855,148.82657843013527,148.353468617897,154.4176572569784,154.35081526564082,150.8997462882661,150.0153600435046,158.6585796631521,158.97580021521392,35006.27595639405,12006.275956394049
248,35.0,48.504136229303164,173.17518817080304,305.3483803682984,299.79123287541023,299.70956985356605,296.78452358355423,148.83121889699783,148.3473149955143,154.41886662125535,154.3628431524924,150.89604100145462,149.9979048969235,158.66039957681056,158.97221365743556,34997.93011481694,11997.93011481694
249,35.0,48.492585133167154,173.17483493737686,305.3576796792195,299.80124689869183,299.70261271858374,296.77562705989976,148.83309434025563,148.3539983917011,154.4194425344487,154.36191894717362,150.91153478622536,150.00370482574687,158.66984572433415,158.98309263555575,35007.622063942224,12007.622063942223
250,35.0,48.50938650823697,173.17308785009416,305.3568276570698,299.8066419553574,299.7136644467302,296.7778785006161,148.8282082679152,148.35075302427643,154.4177193728158,154.35991224774494,150.90028310807125,150.0124277901492,158.66417979328418,158.97079131890715,35001.62545745272,12001.625457452717
251,35.0,48.49094978414426,173.16443888300503,305.35414745187285,299.79473452762255,299.706456640767,296.77175534525264,148.83204220053506,148.33644125478736,154.41234106619402,154.35032066174887,150.91106484547905,150.00943019415092,158.65465502258186,158.97997563411707,35007.6347072371,12007.634707237097
252,35.0,48.4927294589435,173.16143965411243,305.3479292740525,299.8046998658997,299.70630546644253,296.7863843288469,148.82000060683663,148.35599559616094,154.41879807727366,154.35150569067972,150.90738620594217,150.00738629231753,158.65293102153908,158.98015937207353,35003.85063180156,12003.850631801555
253,35.0,48.50757039207707,173.1628251579614,305.36278865388186,299.7981174600093,299.70453545393343,296.77161390043636,148.82837494646165,148.33877438044323,154.40746938832262,154.35775817699468,150.90420186056195,150.00862706393227,158.66681173969195,158.96599735367633,35004.50508559639,12004.505085596393
254,35.0,48.499593644610925,173.17418727242216,305.3596265851419,299.80866820346483,299.69874501221244,296.7832245579216,148.82935846819592,148.34822893293833,154.40897011804614,154.34685234147463,150.90428650698908,150.0118954822531,158.67174937276152,158.98116331390867,35000.02648763853,12000.026487638534
255,35.0,48.490528553938226,173.17320677061554,305.3602061497896,299.80057628385464,299.704896276334,296.7798914786736,148.83860860620342,148.33911989087332,154.42024813428026,154.35489350389096,150.8975898057056,150.0012955147219,158.65521642451918,158.9715954023265,35009.12167269446,12009.121672694464
256,35.0,48.50789688320702,173.16935840448963,305.35181894053943,299.80046842584653,299.7107506625956,296.78241051468314,148.83454799992518,148.34775556117998,154.4186556966206,154.36232250369395,150.90833185442568,150.0036743085758,158.65290417225884,158.97469617830185,35002.87980398459,12002.879803984593
257,35.0,48.49599810201289,173.16370654448514,305.3588002654848,299.79486939765803,299.71339066289664,296.78284740649644,148.82157636586953,148.35541961228532,154.41964487910994,154.35996519250435,150.9005726818346,149.99919283723747,158.65297284571568,158.98383783323092,34998.47710097116,11998.477100971164
258,35.0,48.497427855833294,173.1631178749411,305.34890597883197,299.79302411602447,299.7065913385483,296.76975934719496,148.8375086442162,148.33964419028115,154.4117539363949,154.34512790941312,150.8960983864636,150.00620739910894,158.67163725739218,158.96788308216347,35002.12786428256,12002.127864282558
259,35.0,48.498568238759,173.17270301804464,305.35655506189994,299.79705852871524,299.7027208174558,296.7778879070437,148.82150716485918,148.34961240853693,154.40744385515296,154.35425578085318,150.89895361274978,150.00930739687936,158.6530618530784,158.96497762172027,34990.383863966184,11990.383863966186
260,35.0,48.491295080329245,173.17464999879783,305.3579592783823,299.7940855974105,299.698181248738,296.7812805988003,148.83555137281854,148.3435512359371,154.40795476923438,154.35920411690725,150.9084286964325,150.0018763316449,158.65706466436777,158.9757985573537,34996.03149633349,11996.031496333491
261,35.0,48.49378593935709,173.1650709594186,305.35067989716487,299.8073428274092,299.7088367188974,296.7795011108746,148.82150296924442,148.33997004219214,154.40975376466267,154.36122188388975,150.89900894484978,150.01181377122606,158.66209393655473,158.96883125619496,35003.20347074985,12003.203470749853
262,35.0,48.50412032814538,173.16000637756116,305.3497481584507,299.7931236139823,299.70146740851635,296.77016615693304,148.83710977191606,148.3455524697856,154.41166343822036,154.34674270351653,150.91159173010732,150.01461993536816,158.6605065734421,158.97158087707874,34995.80155214421,11995.801552144208
263,35.0,48.49291602238095,173.17126391642586,305.34646742612676,299.7967165537821,299.7162497942813,296.7741195007549,148.82543351966405,148.3455379999511,154.41327163294224,154.347025987333,150.90594262780326,150.00776206218208,158.67018233195017,158.96433769901049,35002.36030857998,12002.360308579977
264,35.0,48.49976915381969,173.16702667397382,305.3555862379754,299.7974347009794,299.7120799125702,296.7802020820239,148.82019840699434,148.34207481383436,154.42168580165426,154.36030096477532,150.902480723568,150.01044680540016,158.66950921518108,158.9783853531886,34998.57537401892,11998.575374018916
265,35.0,48.49385795330822,173.17314395778106,305.364203298321,299.7995855044353,299.69979342352735,296.77196430352365,148.82263591185804,148.33810816036117,154.41156548366766,154.35934481413884,150.90826164556455,150.01580329031597,158.65267200586712,158.96472462330135,34992.70948128445,11992.70948128445
266,35.0,48.49152835535643,173.16007731134403,305.35939467761557,299.8074069595621,299.7038598833401,296.7769368018699,148.8319100424203,148.3556333382123,154.4165366774154,154.36247768679814,150.90308762335562,150.0155625295784,158.6634607757012,158.96930044626527,34995.96564651912,11995.96564651912
267,35.0,48.4995940607618,173.17631231096001,305.3562338652337,299.7995433499157,299.7144214677524,296.77526081429625,148.82778908313142,148.3477870466309,154.4044589035775,154.3638480626879,150.91115674567905,150.01121212032513,158.67131225528695,158.9766398957387,35001.399298214026,12001.399298214026
268,35.0,48.49918012891467,173.17061147629323,305.35059665405686,299.8090877632972,299.7085642544891,296.7850201744853,148.81971566965413,148.33755331984855,154.41382077386092,154.35354020615102,150.90957454631396,150.00740097941713,158.66205517929254,158.97283195101107,35001.81745522496,12001.817455224964
269,35.0,48.49026144422749,173.15808578058665,305.35981693663825,299.79354783480693,299.6970576688842,296.7874619758283,148.8222560755,148.34002499658507,154.41391611533572,154.34847089825303,150.91345064689614,150.01497829999974,158.66111215188562,158.9725833997427,35001.486504976994,12001.486504976992
270,35.0,48.49398465313703,173.17618783239655,305.36220027258395,299.8080817155206,299.7133991676982,296.7709597726021,148.8376323655276,148.35432441861084,154.41229945613674,154.35884852084146,150.9130496426903,150.01408221296725,158.67040308618112,158.96564735443707,35003.06401639714,12003.064016397142
271,35.0,48.49802457825593,173.17358860831678,305.35331256109345,299.7947092942638,299.71323751552296,296.7734136379203,148.81930531219555,148.34269235721442,154.41357798322628,154.35318171467853,150.90957832376307,150.00857607103399,158.6534756638712,158.97365539336437,35003.04206540003,12003.042065400034
272,35.0,48.50767504069552,173.15915793282284,305.3645353653214,299.80332397498665,299.71650415551454,296.7824023860108,148.83170195601213,148.33663356483405,154.41839028341295,154.34959213010737,150.89730029519043,150.00690407884443,158.65304885742253,158.9710710371804,34998.628368708676,11998.62836870868
273,35.0,48.50701546062935,173.16658396726245,305.35356463795614,299.79554383503256,299.70796223828034,296.7722915581656,148.8326819726699,148.34001522570074,154.4072183779112,154.35413532057396,150.9021177360688,150.01317948867538,158.65209615156638,158.96660874522365,35007.93093191702,12007.93093191702
274,35.0,48.50006902535313,173.17089123460784,305.34887479591765,299.8078488131364,299.69727457090244,296.77471378672055,148.8230643663562,148.34090492319416,154.42094691354004,154.35332139082055,150.91200644804454,150.0092218222172,158.65820144404793,158.98279234336275,34997.35123740096,11997.351237400959
275,35.0,48.49840333501405,173.15893557907674,305.34692561859436,299.7901880407702,299.7009563515664,296.78495429717304,148.8259948599579,148.3389428419529,154.40674050531385,154.35142792658488,150.9145591198649,149.99747990442083,158.66386716298769,158.9653283715496,34998.71729850531,11998.717298505313
276,35.0,48.4909066726469,173.16049349984007,305.3594914765511,299.80663088483533,299.71050825493523,296.78290242860476,148.83358203810982,148.34749047819696,154.40871826434133,154.36232048488003,150.90752193818537,149.9986185545427,158.65297443353785,158.96489453467888,35007.838467100315,12007.838467100313
